Station,Station alias,	Date established,	Date closed,Declared reporting status,Assessed reporting status,Station type,WIGOS Station Identifier(s),WMO Region,Regional WIGOS Center,Country,Latitude,Longitude,Elevation,Geopositioning method,Time zone,Supervising organization,Station URL,Other link (URL),Site description,Climate zone,Predominant surface cover,Surface roughness,Topography or bathymetry,Population in 10km/50km,Programs/Network affiliation,	Last updated date,Last updated by
Remolino,Remolino [26030090],	1981-01-01,,Operational,Unknown,Land (fixed),0-170-0-26030090|primary,South America,Brazil,Colombia,2.515,-76.829722,1628,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,53|510,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
Riohacha,,	1998-01-01,	1998-01-01,Closed,Unknown,Land (fixed),0-20008-0-RIO|primary,South America,Brazil,Colombia,11.5291662216,-72.9175033569,4,,UTC-5,,,,"Riohacha, city in northern Colombia, capital of the Department La Guajira, located in the northernmost area extreme of South America on the Caribbean Sea, at the northestern of the Sierra Nevada de Santa Marta. Riohacha is influenced by the tropical marine atmosphere of the Caribbean.",Equatorial - Savannah - dry summer,,,,,GAW Regional:Closed,	2007-12-10,
SABANA DE TORRES,,	1968-05-15,,Silent,Unknown,Land (fixed),0-170-0-23180070|primary,South America,Brazil,Colombia,7.39,-73.48944,144,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,6|490,"GBON:Non-reporting, RBON:Non-reporting",	2023-08-12,Jorge Andres Gonzalez Rojas
SABANALARGA - AUT,,	2013-05-05,,Operational,Partly operational,Land (fixed),0-170-0-29045000|primary,South America,Brazil,Colombia,10.6775,-74.85042,85,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
SAHAGUN - AUT,,	2016-12-29,,Silent,Silent,Land (fixed),0-170-0-1303500129|primary,South America,Brazil,Colombia,8.94219,-75.45074,70,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
SALENTO - AUT,,	2017-07-03,,Silent,Silent,Land (fixed),0-170-0-2612500130|primary,South America,Brazil,Colombia,4.6335,-75.56886,1965,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
SAN  VICENTE DE CHUCURI  - AUT,,	2004-10-24,,Silent,Silent,Land (fixed),0-170-0-24055070|primary,South America,Brazil,Colombia,6.8234,-73.4721,1093,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Non-reporting,	2023-08-12,Jorge Andres Gonzalez Rojas
SAN ANTONIO QUINTA,,	1971-12-15,,Operational,Operational,Land (fixed),0-170-0-22065040|primary,South America,Brazil,Colombia,3.90692,-75.48808,1418,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
SAN BENITO - AUT,,	2014-11-14,,Operational,Operational,Land (fixed),0-170-0-25025380|primary,South America,Brazil,Colombia,9.16389,-75.04472,20,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
SAN ISIDRO BONDA - AUT,,	2016-12-13,,Silent,Silent,Land (fixed),0-170-0-1501500054|primary,South America,Brazil,Colombia,11.23052,-74.05979,581,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Desert - Hot arid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of middle altitude,,GOS General:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
SAN JOSE DEL GUAVIARE,,	1980-01-01,,Operational,Unknown,Land (fixed),0-20000-0-80322|primary,South America,Brazil,Colombia,2.5666666667,-72.6333333333,,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
SAN JOSE PALMAR,,	1973-09-15,,Operational,Partly operational,Land (fixed),0-170-0-54025010|primary,South America,Brazil,Colombia,4.8985,-76.2319,1077,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
SAN LORENZO  - AUT,,	1969-01-14,,Silent,Silent,Land (fixed),0-170-0-15015060|primary,South America,Brazil,Colombia,11.11108,-74.05469,2200,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Steppe - Hot arid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at high relative elevation within mountains of middle altitude,38|490,GOS General:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
SAN VICENTE DEL CAGUAN.,,,,Operational,Unknown,Land (fixed),0-20000-0-80318|primary,South America,Brazil,Colombia,2.15,-74.8,300,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
SANTA HELENA,,	1975-03-15,,Operational,Partly operational,Land (fixed),0-170-0-22070030|primary,South America,Brazil,Colombia,4.12456,-75.49953,2606,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-06-26,COL NMHS
SANTA ISABEL VALDIVIA - AUT,,	2004-11-22,,Operational,Silent,Land (fixed),0-170-0-26255030|primary,South America,Brazil,Colombia,6.16,-75.44,1,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GOS General:Operational,	2022-03-30,COL NMHS
SANTA LETICIA,,	1971-06-16,,Silent,Silent,Land (fixed),0-170-0-21055030|primary,South America,Brazil,Colombia,2.24,-76.16,2085,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial - Monsoon,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of high altitude,|,GOS General:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
SANTA MARIA,,	1971-09-15,,Operational,Partly operational,Land (fixed),0-170-0-21125010|primary,South America,Brazil,Colombia,2.93569,-75.58905,1351,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-06-26,COL NMHS
SANTA MARTA/SIMON BOLIVAR,,	1952-06-15,,Operational,Partly operational,Land (fixed),0-20000-0-80009|primary,South America,Brazil,Colombia,11.1333333333,-74.2333333333,4,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;CLIMAT(C);METAR;RBCN;RBSN(S);SPECI;SUNDUR (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"CLIMAT(C) - deprecated:Closed, GBON:Operational, RBCN - deprecated:Closed, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-11-12,Jorge Andres Gonzalez Rojas
SIACHOQUE - AUT,,	2017-10-09,,Silent,Silent,Land (fixed),0-170-0-2403500082|primary,South America,Brazil,Colombia,5.5248,-73.2338,2788,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
SILOE - AUT,,	2005-06-28,,Operational,Silent,Land (fixed),0-170-0-26085160|primary,South America,Brazil,Colombia,3.4255,-76.5606,1238,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GOS General:Operational,	2022-03-30,COL NMHS
SINDAGUA,,	1987-07-15,,Operational,Partly operational,Land (fixed),0-170-0-52055090|primary,South America,Brazil,Colombia,1.10758,-77.38936,2741,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-06-26,COL NMHS
SOGAMOSO - AUT,,	2007-12-06,,Silent,Unknown,Land (fixed),0-170-0-24035410|primary,South America,Brazil,Colombia,5.72647,-72.92067,2484,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,"GBON:Non-reporting, RBON:Non-reporting",	2023-08-11,Jorge Andres Gonzalez Rojas
SUSA - AUT,,	2017-10-26,,Silent,Silent,Land (fixed),0-170-0-2403500085|primary,South America,Brazil,Colombia,6.2326,-72.692,2467,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
Saladito,Saladito [52010110],	1990-12-01,,Operational,Unknown,Land (fixed),0-170-0-52010110|primary,South America,Brazil,Colombia,2.334583,-76.620111,1820,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,36|510,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
San Juan,San Juan [21050320],	2002-01-01,,Operational,Unknown,Land (fixed),0-170-0-21050320|primary,South America,Brazil,Colombia,2.343444,-76.308417,3253,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
San Vicente,San Vicente [21050160],	1975-12-01,,Operational,Unknown,Land (fixed),0-170-0-21050160|primary,South America,Brazil,Colombia,2.317056,-76.010139,1745,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,10|240,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
Santa Teresa,Santa Teresa [21050240],	1975-11-13,,Operational,Unknown,Land (fixed),0-170-0-21050240|primary,South America,Brazil,Colombia,2.460611,-76.054194,1600,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,9|220,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
Saté,Saté [26020180],	1970-05-11,,Operational,Unknown,Land (fixed),0-170-0-26020180|primary,South America,Brazil,Colombia,2.49625,-76.638361,1742,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,117|530,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
Silvia Planta Eléctrica,Silvia Planta Eléctrica [26020020],	1947-01-01,,Operational,Unknown,Land (fixed),0-170-0-26020020|primary,South America,Brazil,Colombia,2.624667,-76.349139,2446,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,14|520,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
TAMARA - AUT,,	2017-08-23,,Operational,Partly operational,Land (fixed),0-170-0-35235050|primary,South America,Brazil,Colombia,5.81858,-72.16678,1012,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
TAME/TAME,,,,Operational,Unknown,Land (fixed),0-20000-0-80132|primary,South America,Brazil,Colombia,6.45,-71.75,350,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
TANGUA,,	1957-01-15,,Operational,Operational,Land (fixed),0-170-0-52050080|primary,South America,Brazil,Colombia,1.09417,-77.39197,2416,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-07-28,COL NMHS
TAURAMENA,,	1974-11-15,,Operational,Operational,Land (fixed),0-170-0-35195020|primary,South America,Brazil,Colombia,5.02007,-72.73168,446,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-08-04,Jorge Andres Gonzalez Rojas
TEATINOS - AUT,,	2017-10-10,,Silent,Silent,Land (fixed),0-170-0-3507500133|primary,South America,Brazil,Colombia,5.4417,-73.5522,3352,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Non-reporting,	2023-08-12,Jorge Andres Gonzalez Rojas
TERMOGUAJIRA  - AUT,,	1991-10-14,,Unknown,Unknown,Land (fixed),0-170-0-15035020|primary,South America,Brazil,Colombia,11.2525,-73.41139,5,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,3|140,RBON,	2022-11-12,Jorge Andres Gonzalez Rojas
TESORITO FINCA  - AUT,,	1992-10-14,,Operational,Silent,Land (fixed),0-170-0-26155170|primary,South America,Brazil,Colombia,5.0322,-75.4383,2325,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,134|1450,GOS General:Operational,	2022-03-30,COL NMHS
TIBAITATA - AUT,,	1954-03-15,,Silent,Unknown,Land (fixed),0-170-0-21206990|primary,South America,Brazil,Colombia,4.68863,-74.20559,2543,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,558|4590,"GBON:Non-reporting, GOS General:Non-reporting",	2023-08-13,Jorge Andres Gonzalez Rojas
TONA  - AUT,,	1958-05-14,,Silent,Unknown,Land (fixed),0-170-0-23190130|primary,South America,Brazil,Colombia,7.1961,-72.97056,1910,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,10|1100,GBON:Non-reporting,	2023-08-12,Jorge Andres Gonzalez Rojas
TOQUILLA - AUT,,	2016-12-15,,Operational,Operational,Land (fixed),0-170-0-35195060|primary,South America,Brazil,Colombia,5.52361,-72.79097,2950,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-08-10,Jorge Andres Gonzalez Rojas
TORIBIO ALERTAS   TORIBIO - AUT,,	2017-04-27,,Silent,Silent,Land (fixed),0-170-0-2604500134|primary,South America,Brazil,Colombia,2.9524,-76.26208,1759,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
TRES ESQUINAS,,	1971-04-14,,Operational,Partly operational,Land (fixed),0-170-0-44055010|primary,South America,Brazil,Colombia,0.74444,-75.23389,197,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,0|10,RBON:Operational,	2023-04-10,Jorge Andres Gonzalez Rojas
TRINIDAD/TRINIDAD,,,,Operational,Unknown,Land (fixed),0-20000-0-80175|primary,South America,Brazil,Colombia,5.4333333333,-71.65,217,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
TUMACO *,,,,Operational,Unknown,Land (fixed),0-20000-0-80337|primary,South America,Brazil,Colombia,1.85,-78.7666666667,,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: STATION WITHOUT OBSERVING PROGRAMME/SANS PROGRAMME D'OBSERVATION* (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
TUMACO/LA FLORIDA,,,,Operational,Unknown,Land (fixed),0-20000-0-80336|primary,South America,Brazil,Colombia,1.8166666667,-78.75,3,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
TUNGUAVITA - AUT,,	2004-12-15,,Silent,Unknown,Land (fixed),0-170-0-24035430|primary,South America,Brazil,Colombia,5.74583,-73.11636,2521,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,"GBON:Non-reporting, RBON:Non-reporting",	2023-08-12,Jorge Andres Gonzalez Rojas
TUNIA,,	1989-03-15,,Operational,Unknown,Land (fixed),0-170-0-26025100|primary,South America,Brazil,Colombia,2.674472,-76.526333,1822,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial - Monsoon,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within rises of high altitude,|,GOS General:Operational,	2023-06-20,COL NMHS
TURBO/GONZALO MEJIA,,,,Operational,Unknown,Land (fixed),0-20000-0-80062|primary,South America,Brazil,Colombia,8.1166666667,-76.7333333333,1,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,GOS General:Operational,	2016-04-28,
Tambo,Tambo [26030050],	1953-01-01,,Operational,Unknown,Land (fixed),0-170-0-26030050|primary,South America,Brazil,Colombia,2.455972,-76.811111,1742,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,32|510,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
Termales Pilimbalá,Termales Pilimbalá [26020320],	1970-11-01,,Operational,Unknown,Land (fixed),0-170-0-26020320|primary,South America,Brazil,Colombia,2.363083,-76.404056,3482,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,8|480,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
Totoró,Totoró [26020130],	1956-01-01,,Operational,Unknown,Land (fixed),0-170-0-26020130|primary,South America,Brazil,Colombia,2.541833,-76.418806,2427,GPS,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial rainforest - fully humid,Closed to open (>15%) broadleaved evergreen or semi-deciduous forest (>5m)(Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within mountains of high altitude,11|560,GOS General:Operational,	2022-12-06,Jorge Andres Gonzalez Rojas
UNIVERSIDAD DE LA SABANA - AUT,,	2018-10-16,,Silent,Unknown,Land (fixed),0-170-0-2120500135|primary,South America,Brazil,Colombia,4.85414,-74.03269,2548,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,"GBON:Non-reporting, GOS General:Non-reporting",	2023-08-13,Jorge Andres Gonzalez Rojas
UNIVERSIDAD DE NARINO  - AUT,,	2004-04-13,,Silent,Silent,Land (fixed),0-170-0-52045080|primary,South America,Brazil,Colombia,1.21611,-77.295,2626,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Equatorial - Savannah - dry summer,"Closed to open (>15%) herbaceous vegetation (grassland, savannas or lichens/mosses)(Surface cover types (GlobCover2009))",,(unknown) at middle relative elevation within rises of high altitude,,RBON:Non-reporting,	2023-08-13,Jorge Andres Gonzalez Rojas
UNIVERSIDAD DEL PACIFICO - AUT,,	2017-12-28,,Operational,Silent,Land (fixed),0-170-0-5311500056|primary,South America,Brazil,Colombia,3.8483,-76.987,16,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,GOS General:Operational,	2022-03-30,COL NMHS
UNIVERSIDAD DEL VALLE  - AUT,,	2006-11-25,,Operational,Silent,Land (fixed),"0-170-0-26055120|primary,0-170-0-80261",South America,Brazil,Colombia,3.378,-76.5339,996,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,,RBON:Operational,	2023-08-14,Jorge Andres Gonzalez Rojas
UNIVERSIDAD INDUSTRIAL SANTANDER,,	1957-01-15,,Silent,Silent,Land (fixed),0-170-0-23195040|primary,South America,Brazil,Colombia,7.1447,-73.12222,118,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,517|1090,RBON:Non-reporting,	2023-08-12,Jorge Andres Gonzalez Rojas
UNIVERSIDAD NACIONAL,,	2004-08-18,,Silent,Unknown,Land (fixed),0-170-0-21205012|primary,South America,Brazil,Colombia,4.63723,-74.08892,2556,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Warm Temperate - Fully humid - Warm summer,Mosaic forest or shrubland (50-70%) / grassland (20-50%)(Surface cover types (GlobCover2009)),,(unknown) at low relative elevation within mountains of high altitude,,"CLIMAT(C) - deprecated:Closed, GBON:Non-reporting, RBON:Non-reporting",	2023-08-13,Jorge Andres Gonzalez Rojas
UNIVERSIDAD TECNOLOGICA  - AUT,,	2007-09-12,,Silent,Silent,Land (fixed),0-170-0-15015120|primary,South America,Brazil,Colombia,11.22306,-74.18592,7,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Desert - Hot arid,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at lowest relative elevation within mountains of low altitude,,GOS General:Non-reporting,	2023-08-11,Jorge Andres Gonzalez Rojas
UNIVERSIDAD UNAD CARTAGENA - AUT,,	2018-09-18,,Silent,Unknown,Land (fixed),0-170-0-1206500136|primary,South America,Brazil,Colombia,10.40031,-75.51328,46,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,"Closed to open (>15%) herbaceous vegetation (grassland, savannas or lichens/mosses)(Surface cover types (GlobCover2009))",,(unknown) at low relative elevation within rises of very low altitude,,"GBON:Non-reporting, GOS General:Non-reporting",	2023-08-11,Jorge Andres Gonzalez Rojas
UPTC - AUT,,	2018-04-05,,Silent,Unknown,Land (fixed),0-170-0-2401500086|primary,South America,Brazil,Colombia,5.55361,-73.35528,2712,,UTC-5,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,Warm temperate - Dry and warm summer,Mosaic vegetation (grassland/shrubland/forest) (50-70%) / cropland (20-50%) (Surface cover types (GlobCover2009)),,(unknown) at middle relative elevation within rises of high altitude,,"GBON:Non-reporting, GOS General:Non-reporting",	2023-08-11,Jorge Andres Gonzalez Rojas
VALLE ALTO  - AUT,,	1994-04-15,,Unknown,Unknown,Land (fixed),0-170-0-26180250|primary,South America,Brazil,Colombia,5.35,-75.31778,3311,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,13|800,RBON,	2022-11-12,Jorge Andres Gonzalez Rojas
VALLE DE SAN JUAN,,	1986-11-15,,Operational,Partly operational,Land (fixed),0-170-0-21185080|primary,South America,Brazil,Colombia,4.21646,-75.10461,591,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,,,,,,|,RBON:Operational,	2023-06-26,COL NMHS
VALLEDUPAR/ALFONSO LOPEZ,,	1972-01-01,,Operational,Partly operational,Land (fixed),0-20000-0-80036|primary,South America,Brazil,Colombia,10.4333333333,-73.25,138,,,"Instituto de Hidrología Meteorología y Estudios Ambientales (Institute of Hydrology, Meteorology and Environmental Studies).",,,The station was originally registered based on WMO Pub 9 Vol A information containing these observation remarks: A;METAR;RBSN(S);SPECI (see code table A for explanations). These remarks imply the following additional observations that could not be registered automatically: none.,,,,,,"GBON:Operational, RBON:Operational, RBSN(S) - deprecated:Closed",	2022-11-12,Jorge Andres Gonzalez Rojas
